Customer_ID,Gender,Age,L_O_S,Tariff,Handset
"K305360","女",54,46.200000,"CAT 200","BS110"
"K305370","女",31,36.500000,"CAT 200","BS110"
"K305380","男",38,39.733333,"CAT 200","BS110"
"K305390","男",22,51.233333,"CAT 200","BS110"
"K305410","男",18,16.300000,"CAT 200","S50"
"K305430","男",31,45.000000,"CAT 200","S50"
"K305440","男",23,28.566667,"CAT 200","BS110"
"K305450","女",29,57.733333,"CAT 200","WC95"
"K305470","女",28,21.033333,"CAT 200","BS110"
"K305480","男",30,23.500000,"CAT 200","S50"
"K305500","女",30,30.100000,"CAT 200","BS110"
"K305510","女",15,47.766667,"CAT 200","BS110"
"K305520","男",23,21.266667,"CAT 200","S50"
"K305530","男",31,22.666667,"CAT 200","S50"
"K305550","女",12,44.666667,"CAT 200","BS110"
"K305560","男",51,49.466667,"CAT 200","S50"
"K305570","男",12,12.366667,"CAT 200","BS110"
"K305630","男",24,22.533333,"CAT 200","S50"
"K305640","女",35,25.900000,"CAT 200","WC95"
"K305650","女",51,48.366667,"CAT 200","BS110"
"K305660","女",46,30.433333,"CAT 200","BS110"
"K305670","女",23,53.000000,"CAT 200","WC95"
"K305680","男",30,45.366667,"CAT 200","S50"
"K305690","女",12,54.833333,"CAT 200","CAS30"
"K305700","男",18,49.166667,"CAT 200","CAS30"
"K305710","男",25,25.533333,"CAT 200","S50"
"K305720","女",21,45.233333,"CAT 200","BS110"
"K305740","男",14,29.000000,"CAT 200","S50"
"K305760","女",34,26.000000,"CAT 200","WC95"
"K305780","女",12,17.666667,"CAT 200","WC95"
"K305790","男",48,54.333333,"CAT 200","S50"
"K305800","男",55,27.733333,"CAT 200","S50"
"K305810","女",21,27.333333,"CAT 200","WC95"
"K305830","男",24,42.200000,"CAT 200","S50"
"K305840","女",27,36.000000,"CAT 200","BS110"
"K305850","男",18,18.633333,"CAT 200","BS110"
"K305860","女",14,41.666667,"CAT 200","BS110"
"K305870","男",27,54.366667,"CAT 200","BS110"
"K305880","女",25,10.433333,"CAT 200","WC95"
"K305900","男",37,30.233333,"CAT 200","S50"
"K305910","女",52,31.366667,"CAT 200","BS110"
"K305940","男",32,32.133333,"CAT 200","S50"
"K305960","男",42,14.166667,"CAT 200","BS110"
"K305970","女",67,21.066667,"CAT 200","WC95"
"K306000","男",22,24.100000,"CAT 200","S50"
"K306010","女",20,48.566667,"CAT 200","BS110"
"K306020","女",23,15.000000,"CAT 200","CAS30"
"K306040","女",60,29.300000,"CAT 200","BS110"
"K306050","女",59,28.433333,"CAT 200","BS110"
"K306060","男",27,53.066667,"CAT 200","S50"
"K306070","女",30,33.200000,"CAT 200","WC95"
"K306090","女",14,13.000000,"CAT 200","BS110"
"K306100","女",37,37.366667,"CAT 200","BS110"
"K306110","女",39,26.733333,"CAT 200","WC95"
"K306120","男",64,22.433333,"CAT 200","S50"
"K306130","男",33,14.766667,"CAT 200","S50"
"K306140","女",41,42.800000,"CAT 200","WC95"
"K306150","男",31,42.900000,"CAT 200","S50"
"K306170","女",32,41.266667,"CAT 200","BS110"
"K306180","男",21,23.633333,"CAT 200","S50"
"K306190","女",24,34.233333,"CAT 200","BS110"
"K306200","男",52,38.733333,"CAT 200","S50"
"K306230","男",31,14.166667,"CAT 200","S50"
"K306250","女",17,39.466667,"CAT 200","WC95"
"K306280","男",31,24.033333,"CAT 200","S50"
"K306290","男",29,35.700000,"CAT 200","S50"
"K306300","男",48,48.500000,"CAT 200","BS110"
"K306330","男",33,27.700000,"CAT 200","S50"
"K306340","女",28,32.633333,"CAT 200","WC95"
"K306350","男",47,10.200000,"CAT 200","BS110"
"K306360","男",28,12.333333,"CAT 200","BS110"
"K306390","女",16,18.866667,"CAT 200","CAS30"
"K306400","女",31,54.633333,"CAT 200","WC95"
"K306410","男",54,48.966667,"CAT 200","S50"
"K306420","男",36,41.133333,"CAT 200","S50"
"K306430","女",20,49.766667,"CAT 200","WC95"
"K306440","女",45,44.300000,"CAT 200","WC95"
"K306450","女",12,45.333333,"CAT 200","BS110"
"K306460","女",31,39.333333,"CAT 200","WC95"
"K306470","女",32,11.800000,"CAT 200","WC95"
"K306480","女",24,29.400000,"CAT 200","BS110"
"K306490","女",22,47.966667,"CAT 200","WC95"
"K306500","男",26,55.466667,"CAT 200","BS110"
"K306510","男",36,24.433333,"CAT 200","S50"
"K306520","男",26,50.400000,"CAT 200","CAS30"
"K306530","女",13,47.866667,"CAT 200","WC95"
"K306540","女",41,26.466667,"CAT 200","WC95"
"K306550","男",27,49.733333,"CAT 200","BS110"
"K306560","女",31,50.733333,"CAT 200","BS110"
"K306570","男",69,46.766667,"CAT 200","S50"
"K306580","女",21,35.133333,"CAT 200","WC95"
"K306590","男",23,35.266667,"CAT 200","S50"
"K306600","女",44,35.333333,"CAT 200","WC95"
"K306630","男",18,41.566667,"CAT 200","S50"
"K306660","男",21,36.366667,"CAT 200","S50"
"K306670","女",24,30.033333,"CAT 200","CAS30"
"K306690","女",19,30.366667,"CAT 200","WC95"
"K306700","女",36,56.500000,"CAT 200","BS110"
"K306710","女",16,55.033333,"CAT 200","WC95"
"K306720","女",28,49.733333,"CAT 200","WC95"
"K306730","女",15,16.833333,"CAT 200","WC95"
"K306740","女",20,53.500000,"CAT 200","WC95"
"K306760","男",14,13.900000,"CAT 200","S50"
"K306770","男",14,17.833333,"CAT 200","BS110"
"K306800","女",53,41.600000,"CAT 200","CAS30"
"K306810","女",38,53.666667,"CAT 200","BS110"
"K306820","男",52,56.966667,"CAT 200","BS110"
"K306840","男",61,54.466667,"CAT 200","CAS30"
"K306880","女",25,18.366667,"CAT 200","WC95"
"K306890","女",43,47.033333,"CAT 200","WC95"
"K306900","女",42,35.000000,"CAT 200","BS110"
"K306910","男",33,39.166667,"CAT 200","S50"
"K306920","男",45,19.433333,"CAT 200","CAS30"
"K306930","男",26,52.033333,"CAT 200","S50"
"K306940","女",18,50.233333,"CAT 200","WC95"
"K306950","女",29,52.433333,"CAT 200","WC95"
"K306960","男",36,45.366667,"CAT 200","BS110"
"K306970","女",37,52.033333,"CAT 200","WC95"
"K306990","男",26,50.966667,"CAT 200","S50"
"K307000","女",28,50.366667,"CAT 200","WC95"
"K307010","女",17,24.266667,"CAT 200","WC95"
"K307020","男",15,32.066667,"CAT 200","S50"
"K307030","女",12,23.166667,"CAT 200","WC95"
"K307050","女",20,37.333333,"CAT 200","BS110"
"K307060","男",54,31.166667,"CAT 200","BS110"
"K307070","女",17,35.733333,"CAT 200","WC95"
"K307080","女",15,17.800000,"CAT 200","BS110"
"K307090","女",21,25.066667,"CAT 200","BS110"
"K307100","男",37,31.266667,"CAT 200","S50"
"K307110","男",31,34.200000,"CAT 200","BS110"
"K307140","男",26,31.233333,"CAT 200","S50"
"K307150","男",21,45.500000,"CAT 200","BS110"
"K307160","男",17,40.700000,"CAT 200","CAS30"
"K307170","女",20,46.433333,"CAT 200","BS110"
"K307180","女",31,51.266667,"CAT 200","WC95"
"K307190","女",24,19.900000,"CAT 200","BS110"
"K307200","女",23,56.033333,"CAT 200","BS110"
"K307210","女",57,36.466667,"CAT 200","WC95"
"K307220","女",29,25.466667,"CAT 200","WC95"
"K307230","女",76,34.866667,"CAT 200","BS110"
"K307240","女",17,27.700000,"CAT 200","WC95"
"K307250","男",27,25.233333,"CAT 200","S50"
"K307280","女",45,30.300000,"CAT 200","BS110"
"K307300","女",36,56.966667,"CAT 200","WC95"
"K307340","男",16,54.033333,"CAT 200","S50"
"K307350","女",40,10.866667,"CAT 200","WC95"
"K307360","女",16,36.700000,"CAT 200","WC95"
"K307390","男",37,16.433333,"CAT 200","S50"
"K307400","男",63,13.566667,"CAT 200","BS110"
"K307410","女",26,46.433333,"CAT 200","BS110"
"K307420","女",28,12.733333,"CAT 200","WC95"
"K307460","男",12,39.333333,"CAT 200","BS110"
"K307470","女",31,14.100000,"CAT 200","WC95"
"K307490","男",32,44.266667,"CAT 200","S50"
"K307510","男",32,48.700000,"CAT 200","S50"
"K307530","女",66,23.533333,"CAT 200","BS110"
"K307550","女",12,17.933333,"CAT 200","WC95"
"K307560","男",26,44.366667,"CAT 200","S50"
"K307570","女",33,12.233333,"CAT 200","WC95"
"K307580","女",26,50.733333,"CAT 200","WC95"
"K307590","女",31,57.433333,"CAT 200","WC95"
"K307600","女",23,53.466667,"CAT 200","WC95"
"K307620","男",31,55.333333,"CAT 200","BS110"
"K307630","女",24,54.700000,"CAT 200","WC95"
"K307640","男",20,33.200000,"CAT 200","S50"
"K307650","男",25,35.766667,"CAT 200","CAS30"
"K307660","女",26,28.366667,"CAT 200","WC95"
"K307670","女",24,55.200000,"CAT 200","WC95"
"K307680","男",18,18.033333,"CAT 200","BS110"
"K307700","女",49,45.800000,"CAT 200","WC95"
"K307710","女",35,24.100000,"CAT 200","WC95"
"K307720","男",30,17.033333,"CAT 200","S50"
"K307740","男",31,15.800000,"CAT 200","S50"
"K307750","女",29,34.033333,"CAT 200","BS110"
"K307760","男",12,39.900000,"CAT 200","S50"
"K307770","女",16,51.266667,"CAT 200","WC95"
"K307780","女",18,37.200000,"CAT 200","BS110"
"K307790","男",65,46.033333,"CAT 200","CAS30"
"K307800","女",30,36.233333,"CAT 200","BS110"
"K307810","男",44,55.933333,"CAT 200","S50"
"K307820","女",27,32.366667,"CAT 200","WC95"
"K307830","男",23,41.733333,"CAT 200","S50"
"K307840","女",29,50.266667,"CAT 200","WC95"
"K307860","男",23,18.166667,"CAT 200","S50"
"K307870","女",72,26.400000,"CAT 200","WC95"
"K307880","女",25,17.266667,"CAT 200","WC95"
"K307890","男",28,55.100000,"CAT 200","S50"
"K307900","女",18,46.366667,"CAT 200","WC95"
"K307920","女",30,39.233333,"CAT 200","WC95"
"K307930","女",41,36.833333,"CAT 200","WC95"
"K307940","男",36,21.133333,"CAT 200","S50"
"K307950","女",59,16.033333,"CAT 200","WC95"
"K307960","女",51,19.900000,"CAT 200","WC95"
"K307970","男",54,23.400000,"CAT 200","S50"
"K307990","女",29,30.833333,"CAT 200","BS110"
"K308000","男",17,38.500000,"CAT 200","S50"
"K308010","男",22,31.266667,"CAT 200","S50"
"K308020","男",39,47.800000,"CAT 200","BS110"
"K308040","女",25,30.400000,"CAT 200","WC95"
"K308050","女",38,16.366667,"CAT 200","WC95"
"K308060","女",21,16.766667,"CAT 200","WC95"
"K308080","女",23,38.400000,"CAT 200","WC95"
"K308100","女",13,52.133333,"CAT 200","WC95"
"K308110","男",69,51.000000,"CAT 200","S50"
"K308120","女",33,54.466667,"CAT 200","BS110"
"K308140","男",18,21.866667,"CAT 200","S50"
"K308150","女",41,54.433333,"CAT 200","BS110"
"K308160","女",17,21.333333,"CAT 200","CAS30"
"K308170","男",30,40.900000,"CAT 200","CAS30"
"K308190","男",66,24.533333,"CAT 200","BS110"
"K308210","男",16,34.866667,"CAT 200","BS110"
"K308220","男",27,37.433333,"CAT 200","S50"
"K308230","男",25,43.966667,"CAT 200","S50"
"K308250","男",17,11.466667,"CAT 200","S50"
"K308260","女",17,15.066667,"CAT 200","WC95"
"K308290","男",30,45.966667,"CAT 200","S50"
"K308300","女",25,51.333333,"CAT 200","WC95"
"K308310","女",12,40.333333,"CAT 200","WC95"
"K308320","女",15,27.100000,"CAT 200","CAS30"
"K308330","女",27,24.700000,"CAT 200","WC95"
"K308340","女",30,22.666667,"CAT 200","WC95"
"K308350","男",31,27.566667,"CAT 200","S50"
"K308370","男",15,24.733333,"CAT 200","S50"
"K308380","男",24,30.866667,"CAT 200","CAS30"
"K308390","男",43,46.466667,"CAT 200","BS110"
"K308410","男",29,21.966667,"CAT 200","BS110"
"K308420","男",24,44.833333,"CAT 200","BS110"
"K308440","女",31,31.466667,"CAT 200","WC95"
"K308450","女",17,27.533333,"CAT 200","WC95"
"K308460","女",20,20.033333,"CAT 200","WC95"
"K308470","男",61,57.666667,"CAT 200","BS110"
"K308480","男",27,13.900000,"CAT 200","S50"
"K308490","女",35,30.433333,"CAT 200","WC95"
"K308510","女",35,35.166667,"CAT 200","WC95"
"K308520","女",22,57.166667,"CAT 200","WC95"
"K308530","女",16,37.766667,"CAT 200","BS110"
"K308540","女",40,26.033333,"CAT 200","WC95"
"K308550","女",29,21.466667,"CAT 200","BS110"
"K308570","男",29,54.700000,"CAT 200","S50"
"K308580","男",47,36.600000,"CAT 200","S50"
"K308590","男",43,51.666667,"CAT 200","BS110"
"K308600","男",23,19.866667,"CAT 200","S50"
"K308620","女",33,37.033333,"CAT 200","WC95"
"K308630","男",12,33.633333,"CAT 200","S50"
"K308640","男",31,33.633333,"CAT 200","S50"
"K308650","女",24,58.166667,"CAT 200","BS110"
"K308660","男",36,40.066667,"CAT 200","S50"
"K308680","女",17,42.666667,"CAT 200","WC95"
"K308690","男",27,18.633333,"CAT 200","BS110"
"K308710","女",57,12.900000,"CAT 200","WC95"
"K308720","女",69,16.333333,"CAT 200","WC95"
"K308760","男",40,11.066667,"CAT 200","BS110"
"K308770","男",27,11.100000,"CAT 200","S50"
"K308790","男",51,21.066667,"CAT 200","S50"
"K308810","女",36,51.833333,"CAT 200","WC95"
"K308830","女",12,18.166667,"CAT 200","WC95"
"K308840","男",23,19.666667,"CAT 200","BS110"
"K308860","男",26,23.666667,"CAT 200","S50"
"K308870","男",62,27.266667,"CAT 200","S50"
"K308880","女",22,48.833333,"CAT 200","WC95"
"K308900","女",40,40.733333,"CAT 200","WC95"
"K308910","女",33,41.800000,"CAT 200","WC95"
"K308920","女",52,16.800000,"CAT 200","WC95"
"K308940","女",55,56.266667,"CAT 200","WC95"
"K308950","男",48,15.533333,"CAT 200","CAS30"
"K308960","男",54,53.800000,"CAT 200","S50"
"K308970","女",56,19.300000,"CAT 200","BS110"
"K308980","女",15,51.833333,"CAT 200","BS110"
"K308990","男",18,47.300000,"CAT 200","S50"
"K309010","女",24,14.166667,"CAT 200","WC95"
"K309020","男",16,39.166667,"CAT 200","CAS30"
"K309030","男",37,13.766667,"CAT 200","S50"
"K309040","男",49,32.500000,"CAT 200","S50"
"K309050","男",46,19.700000,"CAT 200","S50"
"K309060","女",29,57.133333,"CAT 200","WC95"
"K309080","男",56,56.966667,"CAT 200","S50"
"K309090","男",39,53.366667,"CAT 200","S50"
"K309100","男",40,56.266667,"CAT 200","CAS30"
"K309110","女",29,52.766667,"CAT 200","BS110"
"K309120","男",19,34.233333,"CAT 200","BS110"
"K309140","男",36,54.933333,"CAT 200","BS110"
"K309180","女",54,50.600000,"CAT 200","BS110"
"K309190","男",25,40.600000,"CAT 200","CAS30"
"K309200","女",25,40.300000,"CAT 200","WC95"
"K309220","男",32,20.500000,"CAT 200","S50"
"K309230","男",30,12.766667,"CAT 200","CAS30"
"K309250","女",20,44.933333,"CAT 200","WC95"
"K309280","女",23,28.766667,"CAT 200","WC95"
"K309290","男",26,31.033333,"CAT 200","S50"
"K309310","女",42,23.733333,"CAT 200","WC95"
"K309340","女",31,28.366667,"CAT 200","WC95"
"K309350","男",15,14.966667,"CAT 200","S50"
"K309360","女",14,47.733333,"CAT 200","WC95"
"K309370","女",26,27.100000,"CAT 200","WC95"
"K309380","男",46,19.000000,"CAT 200","BS110"
"K309390","女",17,14.166667,"CAT 200","WC95"
"K309410","男",56,38.600000,"CAT 200","S50"
"K309420","女",14,39.866667,"CAT 200","WC95"
"K309450","男",31,47.466667,"CAT 200","BS110"
"K309470","女",17,44.100000,"CAT 200","WC95"
"K309480","女",22,27.600000,"CAT 200","BS110"
"K309490","男",20,51.833333,"CAT 200","S50"
"K309500","女",21,18.033333,"CAT 200","CAS30"
"K309520","女",34,55.433333,"CAT 200","BS110"
"K309540","女",49,42.366667,"CAT 200","WC95"
"K309550","男",14,43.466667,"CAT 200","S50"
"K309560","男",15,19.733333,"CAT 200","BS110"
"K309570","男",29,41.500000,"CAT 200","S50"
"K309580","女",31,43.600000,"CAT 200","WC95"
"K309590","男",63,13.866667,"CAT 200","S50"
"K309600","男",26,18.366667,"CAT 200","S50"
"K309610","男",51,32.100000,"CAT 200","S50"
"K309630","男",41,42.633333,"CAT 200","BS110"
"K309640","男",27,43.600000,"CAT 200","BS110"
"K309650","女",31,52.566667,"CAT 200","BS110"
"K309660","男",33,20.333333,"CAT 200","S50"
"K309670","女",39,15.333333,"CAT 200","WC95"
"K309690","女",18,27.466667,"CAT 200","BS110"
"K309700","女",49,13.366667,"CAT 200","BS110"
"K309710","女",38,25.300000,"CAT 200","WC95"
"K309720","男",15,33.500000,"CAT 200","BS110"
"K309730","女",63,28.700000,"CAT 200","WC95"
"K309760","女",28,48.700000,"CAT 200","BS110"
"K309780","女",29,36.733333,"CAT 200","WC95"
"K309790","男",27,24.933333,"CAT 200","S50"
"K309840","女",15,31.400000,"CAT 200","CAS30"
"K309850","男",32,52.833333,"CAT 200","S50"
"K309860","女",64,34.066667,"CAT 200","BS110"
"K309870","男",31,16.666667,"CAT 200","BS110"
"K309880","女",45,52.000000,"CAT 200","WC95"
"K309890","女",41,44.700000,"CAT 200","WC95"
"K309900","女",36,38.833333,"CAT 200","WC95"
"K309910","男",38,44.666667,"CAT 200","BS110"
"K309930","女",34,14.900000,"CAT 200","BS110"
"K309950","男",23,16.033333,"CAT 200","BS110"
"K309960","女",18,40.866667,"CAT 200","WC95"
"K309970","女",50,25.066667,"CAT 200","WC95"
"K309990","女",49,51.366667,"CAT 200","BS110"
"K310010","男",20,27.933333,"CAT 200","S50"
"K310020","男",27,32.133333,"CAT 200","S50"
"K310030","女",26,49.800000,"CAT 200","WC95"
"K310040","女",33,36.300000,"CAT 200","WC95"
"K310050","男",37,11.900000,"CAT 200","BS110"
"K310060","女",13,37.866667,"CAT 200","WC95"
"K310080","女",22,28.066667,"CAT 200","WC95"
"K310090","男",21,20.400000,"CAT 200","S50"
"K310100","男",23,55.700000,"CAT 200","S50"
"K310110","男",15,12.066667,"CAT 200","S50"
"K310120","女",26,15.233333,"CAT 200","WC95"
"K310140","女",39,54.766667,"CAT 200","WC95"
"K310150","女",13,48.233333,"CAT 200","WC95"
"K310160","男",14,26.033333,"CAT 200","S50"
"K310170","女",42,50.966667,"CAT 200","WC95"
"K310190","男",46,21.433333,"CAT 200","BS110"
"K310200","男",26,28.166667,"CAT 200","BS110"
"K310210","男",51,23.900000,"CAT 200","S50"
"K310220","女",27,12.333333,"CAT 200","BS110"
"K310240","女",15,46.266667,"CAT 200","BS110"
"K310250","男",27,41.900000,"CAT 200","CAS30"
"K310260","女",33,21.133333,"CAT 200","WC95"
"K310270","男",13,21.100000,"CAT 200","S50"
"K310280","男",20,45.700000,"CAT 200","S50"
"K310290","男",36,40.700000,"CAT 200","BS110"
"K310300","男",36,39.866667,"CAT 200","S50"
"K310310","女",23,28.033333,"CAT 200","WC95"
"K310320","男",24,53.833333,"CAT 200","S50"
"K310330","男",20,18.266667,"CAT 200","BS110"
"K310340","男",23,17.666667,"CAT 200","BS110"
"K310350","男",49,39.366667,"CAT 200","S50"
"K310370","女",37,56.300000,"CAT 200","WC95"
"K310380","男",19,40.200000,"CAT 200","BS110"
"K310390","女",16,31.066667,"CAT 200","BS110"
"K310430","男",26,14.800000,"CAT 200","BS110"
"K310440","男",16,55.866667,"CAT 200","S50"
"K310450","男",45,48.166667,"CAT 200","S50"
"K310460","女",55,28.600000,"CAT 200","BS110"
"K310470","男",37,36.733333,"CAT 200","BS110"
"K310490","女",14,21.600000,"CAT 200","CAS30"
"K310520","男",36,26.733333,"CAT 200","S50"
"K310530","女",26,30.533333,"CAT 200","BS110"
"K310540","女",29,50.500000,"CAT 200","WC95"
"K310550","女",14,11.266667,"CAT 200","WC95"
"K310560","女",18,39.766667,"CAT 200","WC95"
"K310570","女",48,22.333333,"CAT 200","BS110"
"K310580","女",15,46.133333,"CAT 200","WC95"
"K310610","女",20,55.300000,"CAT 200","WC95"
"K310620","男",26,40.200000,"CAT 200","BS110"
"K310640","男",22,14.400000,"CAT 200","BS110"
"K310650","男",45,16.666667,"CAT 200","S50"
"K310660","女",25,13.900000,"CAT 200","WC95"
"K310670","男",35,15.300000,"CAT 200","S50"
"K310680","男",32,23.733333,"CAT 200","BS110"
"K310690","女",20,45.733333,"CAT 200","WC95"
"K310700","男",51,23.466667,"CAT 200","S50"
"K310730","女",19,49.566667,"CAT 200","WC95"
"K310740","女",14,39.200000,"CAT 200","WC95"
"K310750","女",21,53.266667,"CAT 200","WC95"
"K310770","男",43,14.400000,"CAT 200","BS110"
"K310790","男",38,11.966667,"CAT 200","S50"
"K310840","男",31,38.766667,"CAT 200","BS110"
"K310860","女",28,44.433333,"CAT 200","WC95"
"K310870","女",19,28.200000,"CAT 200","BS110"
"K310880","女",26,48.966667,"CAT 200","WC95"
"K310890","女",25,54.966667,"CAT 200","BS110"
"K310900","女",27,23.066667,"CAT 200","WC95"
"K310910","女",26,31.700000,"CAT 200","CAS30"
"K310920","女",37,23.133333,"CAT 200","BS110"
"K310930","男",62,20.766667,"CAT 200","CAS30"
"K310940","男",47,32.133333,"CAT 200","BS110"
"K310960","女",22,19.133333,"CAT 200","WC95"
"K310970","女",48,39.966667,"CAT 200","BS110"
"K310980","男",27,31.933333,"CAT 200","S50"
"K310990","男",33,42.133333,"CAT 200","S50"
"K311000","女",26,16.366667,"CAT 200","WC95"
"K311010","男",23,14.333333,"CAT 200","S50"
"K311030","男",19,47.366667,"CAT 200","BS110"
"K311040","男",28,54.400000,"CAT 200","BS110"
"K311050","男",16,33.233333,"CAT 200","BS110"
"K311060","男",32,26.233333,"CAT 200","S50"
"K311080","男",19,16.133333,"CAT 200","S50"
"K311090","男",31,9.933333,"CAT 200","S50"
"K311100","男",17,31.100000,"CAT 200","S50"
"K311110","女",23,57.900000,"CAT 200","BS110"
"K311150","女",46,45.866667,"CAT 200","WC95"
"K311160","男",34,35.433333,"CAT 200","S50"
"K311180","女",32,52.866667,"CAT 200","BS110"
"K311200","女",31,27.733333,"CAT 200","BS110"
"K311210","男",43,30.000000,"CAT 200","BS110"
"K311220","男",28,11.966667,"CAT 200","S50"
"K311250","男",29,45.966667,"CAT 200","S50"
"K311260","女",54,50.833333,"CAT 200","BS110"
"K311280","男",81,25.466667,"CAT 200","S50"
"K311290","男",19,58.200000,"CAT 200","BS110"
"K311300","女",14,31.233333,"CAT 200","BS110"
"K311310","女",41,20.500000,"CAT 200","CAS30"
"K311330","女",53,43.333333,"CAT 200","WC95"
"K311340","男",29,35.500000,"CAT 200","BS110"
"K311350","女",44,27.133333,"CAT 200","WC95"
"K311360","女",14,16.166667,"CAT 200","WC95"
"K311370","男",30,14.833333,"CAT 200","S50"
"K311390","男",33,46.333333,"CAT 200","BS110"
"K311430","女",32,57.433333,"CAT 200","WC95"
"K311460","男",29,43.700000,"CAT 200","BS110"
"K311470","女",24,20.100000,"CAT 200","WC95"
"K311480","男",22,45.700000,"CAT 200","S50"
"K311500","女",25,30.100000,"CAT 200","WC95"
"K311510","男",27,13.400000,"CAT 200","S50"
"K311530","女",24,28.633333,"CAT 200","BS110"
"K311560","男",31,47.500000,"CAT 200","S50"
"K311570","女",16,56.000000,"CAT 200","WC95"
"K311580","女",15,46.233333,"CAT 200","CAS30"
"K311590","女",20,37.500000,"CAT 200","WC95"
"K311600","女",16,50.633333,"CAT 200","BS110"
"K311610","男",46,45.400000,"CAT 200","BS110"
"K311620","男",35,29.800000,"CAT 200","BS110"
"K311630","女",16,44.100000,"CAT 200","BS110"
"K311640","女",45,44.400000,"CAT 200","WC95"
"K311650","女",14,13.300000,"CAT 200","BS110"
"K311660","男",21,39.400000,"CAT 200","BS110"
"K311670","男",29,49.633333,"CAT 200","S50"
"K311680","男",33,13.800000,"CAT 200","S50"
"K311690","男",47,35.066667,"CAT 200","BS110"
"K311700","男",29,18.000000,"CAT 200","S50"
"K311720","男",19,31.133333,"CAT 200","BS110"
"K311740","女",36,27.933333,"CAT 200","BS110"
"K311750","女",25,40.833333,"CAT 200","WC95"
"K311760","女",12,53.500000,"CAT 200","CAS30"
"K311770","女",45,16.533333,"CAT 200","WC95"
"K311780","男",20,22.433333,"CAT 200","S50"
"K311800","女",33,41.800000,"CAT 200","WC95"
"K311810","男",21,39.800000,"CAT 200","S50"
"K311820","女",30,19.133333,"CAT 200","WC95"
"K311840","男",37,22.266667,"CAT 200","S50"
"K311850","男",19,40.933333,"CAT 200","S50"
"K311870","女",24,57.400000,"CAT 200","WC95"
"K311880","男",46,43.466667,"CAT 200","S50"
"K311900","男",54,48.533333,"CAT 200","S50"
"K311910","女",39,53.433333,"CAT 200","BS110"
"K311930","男",31,40.133333,"CAT 200","S50"
"K311950","男",38,22.666667,"CAT 200","S50"
"K311960","女",36,44.900000,"CAT 200","WC95"
"K311970","女",15,23.633333,"CAT 200","WC95"
"K311980","男",22,29.066667,"CAT 200","S50"
"K311990","男",50,11.566667,"CAT 200","S50"
"K312000","男",54,56.000000,"CAT 200","S50"
"K312010","女",34,51.100000,"CAT 200","WC95"
"K312030","男",39,15.933333,"CAT 200","S50"
"K312040","女",15,37.200000,"CAT 200","WC95"
"K312050","男",30,11.500000,"CAT 200","BS110"
"K312060","女",18,42.500000,"CAT 200","WC95"
"K312070","男",40,30.566667,"CAT 200","S50"
"K312080","女",21,33.700000,"CAT 200","BS110"
"K312090","女",36,30.566667,"CAT 200","WC95"
"K312100","男",28,29.433333,"CAT 200","S50"
"K312110","女",55,44.966667,"CAT 200","WC95"
"K312120","女",52,26.533333,"CAT 200","WC95"
"K312130","男",13,21.666667,"CAT 200","S50"
"K312140","女",29,45.900000,"CAT 200","WC95"
"K312150","男",42,29.966667,"CAT 200","S50"
"K312160","女",33,43.600000,"CAT 200","WC95"
"K312170","男",19,56.200000,"CAT 200","BS110"
"K312180","男",34,19.666667,"CAT 200","BS110"
"K312190","男",53,25.133333,"CAT 200","BS110"
"K312200","女",12,56.700000,"CAT 200","BS110"
"K312210","女",42,52.800000,"CAT 200","WC95"
"K312220","男",14,28.500000,"CAT 200","S50"
"K312230","女",16,44.033333,"CAT 200","CAS30"
"K312240","女",18,24.933333,"CAT 200","BS110"
"K312250","女",30,43.700000,"CAT 200","WC95"
"K312270","女",16,13.366667,"CAT 200","WC95"
"K312290","女",35,48.366667,"CAT 200","WC95"
"K312300","女",13,16.400000,"CAT 200","WC95"
"K312310","女",17,53.500000,"CAT 200","WC95"
"K312320","女",20,48.366667,"CAT 200","WC95"
"K312340","女",39,11.066667,"CAT 200","BS110"
"K312350","男",62,32.233333,"CAT 200","BS110"
"K312360","男",30,42.700000,"CAT 200","S50"
"K312370","男",45,35.633333,"CAT 200","BS110"
"K312380","女",32,15.500000,"CAT 200","WC95"
"K312390","男",38,15.200000,"CAT 200","S50"
"K312400","男",24,9.966667,"CAT 200","BS110"
"K312410","男",21,11.366667,"CAT 200","S50"
"K312430","男",22,46.800000,"CAT 200","S50"
"K312440","男",13,10.900000,"CAT 200","BS110"
"K312450","女",59,36.800000,"CAT 200","BS110"
"K312460","男",39,12.933333,"CAT 200","BS110"
"K312470","女",25,51.566667,"CAT 200","WC95"
"K312480","女",52,13.500000,"CAT 200","WC95"
"K312490","女",39,18.966667,"CAT 200","WC95"
"K312500","男",30,26.566667,"CAT 200","BS110"
"K312510","男",18,55.533333,"CAT 200","S50"
"K312520","男",45,53.266667,"CAT 200","BS110"
"K312530","男",31,12.566667,"CAT 200","S50"
"K312550","男",41,38.933333,"CAT 200","S50"
"K312570","男",27,38.966667,"CAT 200","S50"
"K312580","女",37,53.100000,"CAT 200","BS110"
"K312590","男",20,27.700000,"CAT 200","S50"
"K312610","女",31,16.633333,"CAT 200","WC95"
"K312620","女",31,10.066667,"CAT 200","BS110"
"K312630","女",37,57.933333,"CAT 200","BS110"
"K312660","男",33,10.766667,"CAT 200","BS110"
"K312700","女",42,38.833333,"CAT 200","WC95"
