Time,Date,Username
'15:27:48','23/02/2001','user_2445949'
'19:08:50','21/02/2001','user_4932484'
'15:08:33','25/02/2001','user_1066831'
'15:07:10','25/02/2001','user_1686266'
'12:00:35','23/02/2001','user_4227623'
'17:22:55','21/02/2001','user_3949672'
'18:58:16','19/02/2001','user_4332906'
'15:25:09','21/02/2001','user_2220615'
'06:12:56','24/02/2001','user_4542644'
'11:41:55','25/02/2001','user_2419522'
'10:46:17','23/02/2001','user_3989938'
'22:55:07','20/02/2001','user_259515'
'13:48:33','21/02/2001','user_4487109'
'17:42:37','25/02/2001','user_921685'
'21:25:57','24/02/2001','user_2250423'
'11:14:17','19/02/2001','user_4192126'
'21:19:15','25/02/2001','user_2136586'
'03:06:02','22/02/2001','user_4512432'
'00:21:39','25/02/2001','user_4144070'
'12:27:57','23/02/2001','user_1476926'
'00:56:26','21/02/2001','user_1694954'
'03:00:32','18/02/2001','user_2817275'
'01:03:01','20/02/2001','user_2136586'
'10:58:20','21/02/2001','user_1696528'
'19:30:09','21/02/2001','user_578996'
'00:28:19','21/02/2001','user_524017'
'22:50:15','22/02/2001','user_1912206'
'08:18:40','24/02/2001','user_414318'
'09:04:54','21/02/2001','user_2195066'
'12:40:00','18/02/2001','user_1240355'
'08:20:25','22/02/2001','user_1867183'
'03:21:06','21/02/2001','user_686390'
'19:23:43','25/02/2001','user_2599470'
'22:17:59','24/02/2001','user_2923907'
'22:45:17','24/02/2001','user_3048565'
'21:27:28','22/02/2001','user_2623191'
'06:08:18','22/02/2001','user_1284945'
'12:32:56','24/02/2001','user_4263408'
'07:40:54','25/02/2001','user_697843'
'03:14:13','23/02/2001','user_697510'
'17:16:38','21/02/2001','user_4149591'
'07:43:45','23/02/2001','user_2697079'
'12:36:19','18/02/2001','user_2319107'
'06:44:12','25/02/2001','user_2173998'
'09:58:24','20/02/2001','user_163252'
'22:39:27','25/02/2001','user_1844942'
'17:54:37','20/02/2001','user_4173385'
'09:24:54','20/02/2001','user_3154555'
'18:52:40','24/02/2001','user_961958'
'15:22:31','25/02/2001','user_2688936'
'18:15:51','22/02/2001','user_4090898'
'16:20:23','21/02/2001','user_4905983'
'02:03:33','25/02/2001','user_2374273'
'20:45:27','24/02/2001','user_2078708'
'21:41:17','18/02/2001','user_1418881'
'06:41:42','25/02/2001','user_2903860'
'05:10:15','24/02/2001','user_2539865'
'23:01:21','20/02/2001','user_3536702'
'13:45:55','23/02/2001','user_3739907'
'14:45:34','23/02/2001','user_4119743'
'06:12:48','24/02/2001','user_4390519'
'23:27:06','19/02/2001','user_2967937'
'09:21:17','21/02/2001','user_2066501'
'01:22:33','21/02/2001','user_795938'
'08:32:25','21/02/2001','user_966372'
'13:21:54','22/02/2001','user_55547'
'19:39:17','24/02/2001','user_1552196'
'20:25:00','22/02/2001','user_24464'
'03:28:28','21/02/2001','user_1551126'
'19:25:38','25/02/2001','user_1675874'
'08:39:42','22/02/2001','user_3878153'
'15:25:01','21/02/2001','user_3017058'
'11:54:45','20/02/2001','user_2021985'
'02:23:34','22/02/2001','user_4660857'
'11:10:08','20/02/2001','user_3865720'
'10:47:31','18/02/2001','user_4514151'
'20:12:45','25/02/2001','user_82928'
'11:12:58','23/02/2001','user_3779014'
'19:35:11','19/02/2001','user_1723786'
'05:33:56','18/02/2001','user_759846'
'13:03:59','23/02/2001','user_2655836'
'02:06:07','19/02/2001','user_3154555'
'19:12:15','25/02/2001','user_2553368'
'05:51:10','23/02/2001','user_2510957'
'08:22:15','25/02/2001','user_1691057'
'00:49:39','18/02/2001','user_4099626'
'23:29:02','25/02/2001','user_50311'
'01:23:47','25/02/2001','user_3923757'
'21:39:43','22/02/2001','user_2084497'
'21:23:19','22/02/2001','user_1268899'
'07:34:27','25/02/2001','user_4467842'
'04:52:28','19/02/2001','user_2084497'
'01:16:32','21/02/2001','user_4387205'
'23:19:03','24/02/2001','user_4697616'
'22:52:08','20/02/2001','user_3957395'
'01:41:43','19/02/2001','user_4699182'
'12:20:05','20/02/2001','user_4388178'
'02:54:24','22/02/2001','user_1492122'
'08:07:22','25/02/2001','user_4855623'
'01:24:14','20/02/2001','user_951720'
'20:56:07','21/02/2001','user_1418881'
'03:00:50','22/02/2001','user_1140763'
'00:37:25','22/02/2001','user_3866048'
'12:56:18','20/02/2001','user_3140551'
'08:34:00','25/02/2001','user_1271621'
'05:16:18','20/02/2001','user_3034816'
'06:55:57','23/02/2001','user_2090486'
'03:47:03','22/02/2001','user_4119743'
'12:03:27','25/02/2001','user_1970848'
'21:50:35','23/02/2001','user_3712099'
'08:04:03','19/02/2001','user_2320698'
'10:48:14','20/02/2001','user_59142'
'18:45:42','22/02/2001','user_4363289'
'12:52:12','21/02/2001','user_1558716'
'05:15:09','25/02/2001','user_2565757'
'16:57:38','24/02/2001','user_1009862'
'03:38:28','23/02/2001','user_1560699'
'07:52:16','25/02/2001','user_85976'
'22:54:58','25/02/2001','user_3810079'
'08:16:43','25/02/2001','user_1460213'
'06:15:57','23/02/2001','user_4471828'
'02:49:34','22/02/2001','user_4296306'
'02:40:10','23/02/2001','user_2503145'
'11:30:18','23/02/2001','user_4173385'
'22:42:02','19/02/2001','user_2800197'
'03:44:12','25/02/2001','user_1412117'
'04:47:15','22/02/2001','user_1240065'
'22:10:06','18/02/2001','user_1260059'
'21:16:59','24/02/2001','user_4144070'
'19:36:06','21/02/2001','user_4435791'
'23:50:32','24/02/2001','user_4305125'
'12:42:18','25/02/2001','user_3536917'
'05:18:40','25/02/2001','user_3130849'
'08:54:00','18/02/2001','user_1987030'
'03:40:17','21/02/2001','user_535653'
'06:26:04','21/02/2001','user_4315779'
'12:54:15','22/02/2001','user_1547981'
'17:00:20','20/02/2001','user_759846'
'20:22:35','23/02/2001','user_531446'
'02:26:29','25/02/2001','user_3879046'
'23:59:06','21/02/2001','user_3495909'
'12:37:34','24/02/2001','user_3542142'
'19:26:20','19/02/2001','user_1567032'
'10:27:37','22/02/2001','user_147674'
'05:33:07','21/02/2001','user_2839878'
'11:47:28','24/02/2001','user_2124670'
'18:08:09','25/02/2001','user_17227'
'09:53:06','19/02/2001','user_55547'
'01:33:52','22/02/2001','user_531446'
'15:45:12','22/02/2001','user_2564262'
'09:11:36','21/02/2001','user_421378'
'10:33:39','22/02/2001','user_17227'
'01:19:58','19/02/2001','user_4554203'
'19:13:31','24/02/2001','user_1028089'
'09:19:03','23/02/2001','user_1275833'
'07:30:04','24/02/2001','user_278186'
'07:53:01','24/02/2001','user_3659554'
'16:28:51','25/02/2001','user_1641166'
'12:00:32','21/02/2001','user_345303'
'16:39:39','20/02/2001','user_50311'
'13:47:46','21/02/2001','user_1867183'
'01:53:24','25/02/2001','user_3925035'
'11:20:53','24/02/2001','user_2090486'
'04:46:13','25/02/2001','user_1727972'
'06:32:23','18/02/2001','user_3626084'
'11:54:56','22/02/2001','user_1567032'
'22:37:20','21/02/2001','user_2017388'
'00:01:35','18/02/2001','user_216550'
'23:32:35','19/02/2001','user_2226915'
'12:17:11','21/02/2001','user_4119743'
'06:53:38','18/02/2001','user_219532'
'14:29:25','24/02/2001','user_3961935'
'06:17:08','25/02/2001','user_4273466'
'08:51:44','21/02/2001','user_1119348'
'09:05:24','19/02/2001','user_6523'
'20:21:29','20/02/2001','user_1907094'
'12:01:51','23/02/2001','user_1275833'
'01:44:18','24/02/2001','user_4207463'
'02:01:21','22/02/2001','user_1318756'
'07:11:56','25/02/2001','user_30530'
'16:18:52','24/02/2001','user_3825159'
'11:59:25','21/02/2001','user_2008909'
'00:24:15','20/02/2001','user_4430685'
'15:38:20','24/02/2001','user_646603'
'13:29:19','23/02/2001','user_3923757'
'19:12:07','19/02/2001','user_4215595'
'20:20:49','19/02/2001','user_4987319'
'00:51:33','20/02/2001','user_3529548'
'08:48:48','23/02/2001','user_2190934'
'01:48:27','19/02/2001','user_4062805'
'08:52:32','24/02/2001','user_4553462'
'02:32:02','25/02/2001','user_1009862'
'22:26:57','21/02/2001','user_1972645'
'21:58:19','22/02/2001','user_3501047'
'12:07:25','24/02/2001','user_1147426'
'00:54:45','18/02/2001','user_4263408'
'22:15:33','24/02/2001','user_4471828'
'00:24:01','18/02/2001','user_4273466'
'08:23:06','21/02/2001','user_1476926'
'08:30:21','22/02/2001','user_1760996'
'16:40:20','19/02/2001','user_3408843'
'04:56:33','25/02/2001','user_640909'
'04:25:16','25/02/2001','user_3007836'
'22:24:28','24/02/2001','user_3576668'
'16:38:41','19/02/2001','user_1843719'
'16:52:37','21/02/2001','user_3756920'
'09:04:37','23/02/2001','user_1868819'
'00:28:29','24/02/2001','user_4308800'
'13:14:55','25/02/2001','user_4925201'
'07:55:33','22/02/2001','user_829601'
'23:19:26','19/02/2001','user_2195066'
'17:08:53','23/02/2001','user_3989938'
'22:59:53','19/02/2001','user_2233577'
'23:16:13','21/02/2001','user_1298413'
'04:45:23','23/02/2001','user_2416051'
'04:03:07','22/02/2001','user_3756920'
'02:35:39','19/02/2001','user_2173998'
'12:25:27','20/02/2001','user_577627'
'05:28:48','24/02/2001','user_4141148'
'13:30:58','24/02/2001','user_940207'
'22:34:20','23/02/2001','user_4401679'
'01:07:33','23/02/2001','user_4430685'
'20:39:40','25/02/2001','user_1318756'
'13:50:21','19/02/2001','user_4873721'
'02:49:35','18/02/2001','user_4158763'
'01:04:46','25/02/2001','user_1373533'
'17:55:43','20/02/2001','user_1055663'
'15:10:25','25/02/2001','user_66271'
'23:54:36','24/02/2001','user_4353403'
'06:50:00','19/02/2001','user_1016872'
'07:33:46','23/02/2001','user_1413636'
'02:25:16','24/02/2001','user_1817959'
'21:30:33','25/02/2001','user_1574344'
'00:52:37','21/02/2001','user_2778970'
'16:08:16','24/02/2001','user_3301578'
'16:44:33','23/02/2001','user_454599'
'22:50:55','18/02/2001','user_3590536'
'06:10:55','25/02/2001','user_2865243'
'10:23:31','20/02/2001','user_4621802'
'05:54:40','21/02/2001','user_1745530'
'12:00:53','22/02/2001','user_2372817'
'12:21:07','18/02/2001','user_3843899'
'19:23:25','21/02/2001','user_4764520'
'07:06:31','25/02/2001','user_1745652'
'02:11:38','24/02/2001','user_348554'
'12:26:16','24/02/2001','user_4387205'
'06:04:44','23/02/2001','user_1234981'
'11:24:55','24/02/2001','user_1619849'
'21:30:11','25/02/2001','user_3756920'
'05:41:12','24/02/2001','user_1686266'
'09:17:05','25/02/2001','user_2319107'
'02:05:43','21/02/2001','user_4813048'
'18:49:56','18/02/2001','user_81316'
'04:20:10','22/02/2001','user_3510752'
'21:35:32','20/02/2001','user_1924152'
'22:11:36','25/02/2001','user_2081983'
'09:08:32','25/02/2001','user_250163'
'23:54:50','21/02/2001','user_162634'
'03:24:08','23/02/2001','user_2343866'
'03:04:36','20/02/2001','user_1576494'
'20:54:33','22/02/2001','user_3884571'
'02:25:28','23/02/2001','user_65399'
'19:24:02','23/02/2001','user_4222816'
'19:20:28','22/02/2001','user_1745652'
'09:59:16','21/02/2001','user_4649033'
'23:26:27','20/02/2001','user_788678'
'03:43:18','22/02/2001','user_2900840'
'00:48:43','25/02/2001','user_4108705'
'15:56:06','22/02/2001','user_1418881'
'20:04:03','20/02/2001','user_3563266'
'14:52:42','25/02/2001','user_1686266'
'03:26:19','18/02/2001','user_1122485'
'18:07:20','21/02/2001','user_259515'
'16:56:15','24/02/2001','user_4023598'
'20:21:28','20/02/2001','user_903499'
'20:22:35','20/02/2001','user_4542644'
'19:51:37','21/02/2001','user_4591756'
'06:09:36','19/02/2001','user_4552837'
'14:21:28','20/02/2001','user_3646485'
'20:28:18','19/02/2001','user_766455'
'09:54:57','19/02/2001','user_4552837'
'10:57:03','23/02/2001','user_4457320'
'18:43:06','18/02/2001','user_1922433'
'11:08:15','20/02/2001','user_4433406'
'09:50:52','21/02/2001','user_3169844'
'11:17:28','24/02/2001','user_2294890'
'05:10:09','24/02/2001','user_4433406'
'19:50:13','21/02/2001','user_1310025'
'06:32:15','24/02/2001','user_2434839'
'07:45:02','25/02/2001','user_1683186'
'01:43:46','18/02/2001','user_687968'
'04:33:57','24/02/2001','user_2800197'
'14:54:40','21/02/2001','user_1683186'
'01:44:53','23/02/2001','user_2903860'
'04:38:12','25/02/2001','user_2761322'
'14:09:13','18/02/2001','user_4835156'
'20:59:52','25/02/2001','user_1419237'
'19:43:56','19/02/2001','user_3435712'
'21:31:06','20/02/2001','user_4577038'
'17:09:53','18/02/2001','user_3014534'
'02:01:11','25/02/2001','user_2979170'
'18:40:48','24/02/2001','user_4649033'
'05:32:52','20/02/2001','user_4144070'
'05:38:27','19/02/2001','user_3470351'
'15:36:15','25/02/2001','user_630894'
'04:36:23','21/02/2001','user_1160444'
'21:30:16','20/02/2001','user_3779014'
'20:25:17','24/02/2001','user_3375147'
'00:26:13','22/02/2001','user_3416987'
'05:08:02','21/02/2001','user_768657'
'13:25:19','21/02/2001','user_2703848'
'11:18:39','24/02/2001','user_2632284'
'23:01:47','24/02/2001','user_1683186'
'09:35:54','19/02/2001','user_1775930'
'04:33:43','22/02/2001','user_303226'
'23:43:30','19/02/2001','user_2088477'
'18:27:56','20/02/2001','user_3416987'
'10:46:56','24/02/2001','user_4978149'
'20:12:54','22/02/2001','user_3290352'
'18:34:29','24/02/2001','user_2081717'
'04:12:59','21/02/2001','user_4268722'
'14:06:09','25/02/2001','user_3234153'
'19:17:41','21/02/2001','user_3540170'
'21:06:44','20/02/2001','user_1868819'
'02:33:03','23/02/2001','user_2233577'
'00:55:40','21/02/2001','user_2351608'
'07:39:17','23/02/2001','user_3546381'
'06:36:58','25/02/2001','user_3429575'
'23:20:45','24/02/2001','user_3007836'
'16:52:56','23/02/2001','user_4942055'
'10:38:19','23/02/2001','user_4892148'
'05:08:03','20/02/2001','user_4059734'
'17:19:16','23/02/2001','user_1058526'
'15:39:14','23/02/2001','user_2770388'
'13:12:28','20/02/2001','user_277988'
'22:52:47','21/02/2001','user_4353403'
'04:59:25','20/02/2001','user_127488'
'01:06:00','22/02/2001','user_3961935'
'21:52:10','19/02/2001','user_2564262'
'06:57:05','18/02/2001','user_4471828'
'01:21:36','20/02/2001','user_3251813'
'06:52:35','21/02/2001','user_2568938'
'03:37:30','20/02/2001','user_1981530'
'01:15:23','21/02/2001','user_3508448'
'07:24:08','20/02/2001','user_2209049'
'10:28:44','20/02/2001','user_1390149'
'23:27:51','22/02/2001','user_3352830'
'10:33:31','23/02/2001','user_1141241'
'14:34:41','20/02/2001','user_330907'
'21:50:55','21/02/2001','user_2262687'
'13:35:18','20/02/2001','user_1160444'
'02:30:05','21/02/2001','user_3008191'
'09:30:40','25/02/2001','user_3817574'
'07:18:03','20/02/2001','user_414318'
'01:16:30','20/02/2001','user_768657'
'07:45:25','20/02/2001','user_4227623'
'20:35:03','25/02/2001','user_2964668'
'03:00:48','25/02/2001','user_594961'
'11:06:35','21/02/2001','user_535653'
'21:00:00','18/02/2001','user_1676632'
'10:24:52','18/02/2001','user_4541320'
'19:14:24','22/02/2001','user_127488'
'05:07:23','22/02/2001','user_2863797'
'08:34:08','25/02/2001','user_2416051'
'16:40:09','25/02/2001','user_2957952'
'00:27:30','21/02/2001','user_3212300'
'20:54:00','19/02/2001','user_2522475'
'06:07:18','22/02/2001','user_2595582'
'11:14:48','25/02/2001','user_4090898'
'14:18:18','21/02/2001','user_2114240'
'10:29:53','22/02/2001','user_24464'
'13:43:50','19/02/2001','user_4519735'
'00:27:18','18/02/2001','user_2080575'
'10:49:51','25/02/2001','user_954205'
'15:24:14','24/02/2001','user_4378622'
'16:55:52','19/02/2001','user_1559908'
'23:30:57','20/02/2001','user_4060163'
'21:46:09','19/02/2001','user_1694954'
'22:39:27','24/02/2001','user_535056'
'02:16:07','22/02/2001','user_3868094'
'01:58:45','23/02/2001','user_1215330'
'06:31:03','19/02/2001','user_2836683'
'15:04:44','22/02/2001','user_4542644'
'05:39:05','25/02/2001','user_4144070'
'07:10:12','22/02/2001','user_4478489'
'05:44:51','22/02/2001','user_1541189'
'01:15:03','24/02/2001','user_1016872'
'02:54:34','25/02/2001','user_2322110'
'13:17:41','25/02/2001','user_4514151'
'10:44:57','18/02/2001','user_1343992'
'20:45:48','24/02/2001','user_4082735'
'19:07:40','22/02/2001','user_4291226'
'05:22:42','25/02/2001','user_3468518'
'06:13:13','21/02/2001','user_4802165'
'16:17:42','25/02/2001','user_4413674'
'01:21:23','21/02/2001','user_4435475'
'08:48:04','21/02/2001','user_1336046'
'10:56:54','25/02/2001','user_1598725'
'19:04:08','22/02/2001','user_4539173'
'09:57:25','18/02/2001','user_2093753'
'07:35:12','21/02/2001','user_2088477'
'03:00:10','24/02/2001','user_65399'
'06:56:44','24/02/2001','user_4550434'
'11:34:10','23/02/2001','user_1745652'
'22:56:34','25/02/2001','user_2366751'
'01:27:19','25/02/2001','user_1647831'
'11:23:26','25/02/2001','user_2633098'
'03:42:51','21/02/2001','user_4958543'
'06:22:43','22/02/2001','user_1806252'
'17:04:34','24/02/2001','user_1683186'
'05:46:12','22/02/2001','user_2294890'
'17:40:35','20/02/2001','user_3301578'
'14:11:13','20/02/2001','user_2957952'
'04:15:29','23/02/2001','user_2173998'
'11:51:07','21/02/2001','user_435634'
'01:07:57','21/02/2001','user_3179394'
'02:24:10','18/02/2001','user_3571923'
'07:23:20','19/02/2001','user_4553895'
'09:02:08','24/02/2001','user_3616937'
'21:36:41','25/02/2001','user_4512432'
'22:43:01','20/02/2001','user_291407'
'11:47:57','23/02/2001','user_2473510'
'10:45:42','22/02/2001','user_414318'
'13:57:06','18/02/2001','user_2232301'
'06:34:39','21/02/2001','user_3646485'
'00:38:53','18/02/2001','user_3508448'
'20:25:49','21/02/2001','user_2037368'
'02:07:25','24/02/2001','user_3659554'
'18:43:26','21/02/2001','user_2747616'
'14:29:01','25/02/2001','user_1374635'
'05:12:53','18/02/2001','user_4471828'
'05:36:52','24/02/2001','user_3659554'
'04:40:09','23/02/2001','user_3438323'
'12:17:41','21/02/2001','user_1390149'
'00:33:48','22/02/2001','user_2310236'
'00:09:16','25/02/2001','user_1922433'
'20:42:01','24/02/2001','user_896363'
'13:00:41','23/02/2001','user_112242'
'04:03:31','19/02/2001','user_3159757'
'22:01:55','24/02/2001','user_2903860'
'17:58:55','20/02/2001','user_4775939'
'16:09:56','22/02/2001','user_896363'
'03:07:02','25/02/2001','user_1646444'
'14:34:45','20/02/2001','user_1204197'
'08:06:19','19/02/2001','user_2579852'
'21:34:57','24/02/2001','user_4113258'
'21:17:23','23/02/2001','user_2553368'
'14:48:11','21/02/2001','user_2480985'
'06:04:32','19/02/2001','user_3873648'
'07:38:54','19/02/2001','user_4554612'
'03:00:22','24/02/2001','user_4059734'
'01:30:11','23/02/2001','user_3209691'
'11:51:44','22/02/2001','user_1905566'
'16:10:45','24/02/2001','user_4101028'
'17:47:21','24/02/2001','user_4296306'
'20:20:32','24/02/2001','user_524017'
'23:44:58','25/02/2001','user_2976807'
'13:04:11','24/02/2001','user_856877'
'19:59:22','20/02/2001','user_3884571'
'22:59:01','18/02/2001','user_1204197'
'06:14:40','20/02/2001','user_4552837'
'08:16:22','21/02/2001','user_4550434'
'23:26:58','20/02/2001','user_1452976'
'09:37:07','25/02/2001','user_3780332'
'22:07:42','25/02/2001','user_4898784'
'03:04:51','20/02/2001','user_2310236'
'05:30:39','19/02/2001','user_454599'
'16:23:04','25/02/2001','user_1419237'
'10:59:48','22/02/2001','user_6523'
'05:03:28','19/02/2001','user_3444086'
'16:00:40','18/02/2001','user_1408789'
'08:43:14','20/02/2001','user_3557034'
'10:58:09','22/02/2001','user_4083367'
'11:52:27','18/02/2001','user_4222816'
'08:42:21','25/02/2001','user_1725909'
'22:53:16','24/02/2001','user_3957395'
'09:56:08','21/02/2001','user_4144070'
'05:13:48','25/02/2001','user_2958307'
'12:24:21','25/02/2001','user_1686266'
'07:22:49','23/02/2001','user_4215595'
'03:07:08','24/02/2001','user_3879046'
'01:51:55','21/02/2001','user_4726276'
'07:21:55','24/02/2001','user_4550434'
'08:10:02','19/02/2001','user_2964668'
'10:22:53','20/02/2001','user_697510'
'21:25:26','23/02/2001','user_1489611'
'16:32:51','25/02/2001','user_1491134'
'00:23:07','21/02/2001','user_1068197'
'19:24:37','20/02/2001','user_2594160'
'15:36:50','25/02/2001','user_2689474'
'16:32:12','22/02/2001','user_3510752'
'05:36:00','25/02/2001','user_27082'
'02:08:20','20/02/2001','user_2190934'
'22:27:13','23/02/2001','user_3957829'
'12:25:24','24/02/2001','user_1572928'
'20:43:59','20/02/2001','user_2076087'
'08:19:50','25/02/2001','user_3140551'
'03:17:13','22/02/2001','user_2447158'
'23:46:27','25/02/2001','user_2220615'
'19:16:02','20/02/2001','user_1506205'
'14:19:07','23/02/2001','user_531446'
'00:25:38','22/02/2001','user_4932484'
'19:55:16','23/02/2001','user_4083367'
'08:51:59','23/02/2001','user_2906504'
'09:15:41','18/02/2001','user_4435475'
'12:38:29','19/02/2001','user_4836285'
'15:12:31','20/02/2001','user_3646485'
'11:01:12','23/02/2001','user_77850'
'01:46:23','21/02/2001','user_1547981'
'09:07:48','23/02/2001','user_3879046'
'18:14:55','22/02/2001','user_2564262'
'23:54:40','22/02/2001','user_4699182'
'05:55:28','22/02/2001','user_1275833'
'10:50:13','25/02/2001','user_2310236'
'22:06:48','19/02/2001','user_697843'
'16:45:50','25/02/2001','user_913810'
'16:17:09','24/02/2001','user_1147426'
'14:21:17','23/02/2001','user_768657'
'21:37:50','23/02/2001','user_183337'
'11:24:38','25/02/2001','user_2372817'
'05:27:59','22/02/2001','user_1561124'
'09:04:40','24/02/2001','user_2943309'
'06:04:53','24/02/2001','user_4023598'
'12:29:06','22/02/2001','user_3066049'
'21:18:49','22/02/2001','user_4747846'
'15:26:19','20/02/2001','user_2104820'
'06:05:38','19/02/2001','user_2579852'
'16:35:05','20/02/2001','user_759846'
'12:47:04','19/02/2001','user_1068197'
'03:28:46','24/02/2001','user_2250423'
'09:04:49','20/02/2001','user_3014534'
'08:23:56','21/02/2001','user_4879764'
'11:55:50','23/02/2001','user_3267006'
'01:08:10','23/02/2001','user_1815169'
'15:48:37','24/02/2001','user_6523'
'06:20:19','22/02/2001','user_687968'
'22:37:25','20/02/2001','user_4552837'
'08:43:19','21/02/2001','user_4435475'
'04:55:59','24/02/2001','user_2173998'
'17:22:19','23/02/2001','user_2495909'
'08:54:21','25/02/2001','user_4479661'
'19:46:19','22/02/2001','user_1418881'
'02:12:36','25/02/2001','user_3169123'
'21:00:01','20/02/2001','user_686151'
'11:31:52','23/02/2001','user_4996158'
'17:38:25','22/02/2001','user_1256394'
'05:24:10','24/02/2001','user_3226952'
'17:34:41','18/02/2001','user_578996'
'02:37:02','24/02/2001','user_1016872'
'02:51:45','25/02/2001','user_3161923'
'16:09:21','19/02/2001','user_979177'
'05:34:54','21/02/2001','user_1329887'
'10:58:48','21/02/2001','user_3375147'
'05:28:46','20/02/2001','user_3281900'
'00:05:59','20/02/2001','user_3416987'
'04:40:05','18/02/2001','user_495454'
'01:24:26','20/02/2001','user_2943309'
'02:33:38','18/02/2001','user_3735314'
'01:00:46','25/02/2001','user_4925201'
'03:20:02','25/02/2001','user_2595582'
'15:23:37','25/02/2001','user_3190298'
'20:43:37','24/02/2001','user_1516236'
'08:40:28','24/02/2001','user_4524782'
'22:26:41','18/02/2001','user_4581934'
'11:50:13','19/02/2001','user_768657'
'17:56:16','25/02/2001','user_3780332'
'02:09:21','25/02/2001','user_215239'
'17:13:33','22/02/2001','user_3046717'
'16:10:56','19/02/2001','user_490550'
'02:11:30','20/02/2001','user_2703848'
'09:14:50','24/02/2001','user_2081983'
'13:58:36','20/02/2001','user_2354663'
'12:43:23','24/02/2001','user_82928'
'06:47:29','19/02/2001','user_4209965'
'13:25:17','23/02/2001','user_3739907'
'20:45:58','22/02/2001','user_4540400'
'14:29:17','23/02/2001','user_1355251'
'16:50:12','21/02/2001','user_4144070'
'02:40:38','25/02/2001','user_2599997'
'04:34:25','23/02/2001','user_1814009'
'18:35:17','25/02/2001','user_1806037'
'15:12:20','24/02/2001','user_3028652'
'23:16:24','22/02/2001','user_1325666'
'00:02:52','22/02/2001','user_4357630'
'21:26:47','19/02/2001','user_537752'
'19:42:02','24/02/2001','user_2262866'
'16:54:10','21/02/2001','user_3007836'
'21:58:19','20/02/2001','user_188474'
'06:59:34','23/02/2001','user_2011027'
'16:54:21','23/02/2001','user_4958543'
'17:56:42','23/02/2001','user_3431906'
'13:13:35','24/02/2001','user_1806814'
'02:36:57','24/02/2001','user_1058526'
'14:40:43','23/02/2001','user_4713652'
'02:56:28','23/02/2001','user_1905566'
'16:19:27','22/02/2001','user_3656909'
'11:49:39','22/02/2001','user_1911337'
'16:46:19','25/02/2001','user_3378457'
'19:31:10','18/02/2001','user_4447864'
'12:35:33','25/02/2001','user_903499'
'06:11:45','23/02/2001','user_856877'
'04:19:17','22/02/2001','user_2195888'
'11:36:51','22/02/2001','user_2694595'
'14:54:25','23/02/2001','user_3510752'
'15:53:41','21/02/2001','user_2084497'
'17:28:00','21/02/2001','user_4559935'
'22:54:31','22/02/2001','user_4577038'
'17:59:01','18/02/2001','user_2093753'
'20:57:10','20/02/2001','user_2124670'
'14:01:07','22/02/2001','user_4527991'
'09:56:14','25/02/2001','user_2923907'
'02:08:30','19/02/2001','user_2302832'
'21:01:54','25/02/2001','user_4300468'
'07:14:28','21/02/2001','user_3914763'
'17:46:06','23/02/2001','user_380064'
'02:53:06','21/02/2001','user_3646485'
'21:50:17','21/02/2001','user_1608727'
'04:15:34','22/02/2001','user_3430674'
'07:16:42','19/02/2001','user_2411653'
'15:33:52','23/02/2001','user_4623995'
'21:55:12','22/02/2001','user_3267006'
'07:49:43','25/02/2001','user_3430674'
'05:11:30','21/02/2001','user_318182'
'07:17:32','18/02/2001','user_2677745'
'05:08:04','23/02/2001','user_594961'
'19:20:20','19/02/2001','user_4894662'
'00:21:22','23/02/2001','user_3991035'
'09:19:09','24/02/2001','user_3291126'
'22:50:21','24/02/2001','user_1743897'
'14:56:41','21/02/2001','user_4559935'
'21:37:30','23/02/2001','user_856877'
'13:04:46','21/02/2001','user_3495909'
'23:36:57','18/02/2001','user_4335620'
'05:23:24','20/02/2001','user_1877398'
'17:58:39','24/02/2001','user_2136586'
'15:03:21','24/02/2001','user_4363289'
'05:23:36','24/02/2001','user_3800584'
'00:44:56','23/02/2001','user_1196695'
'06:02:48','24/02/2001','user_1028089'
'15:40:10','24/02/2001','user_2957952'
'16:31:48','23/02/2001','user_3923757'
'22:34:14','25/02/2001','user_4623995'
'09:30:36','20/02/2001','user_933432'
'14:49:05','25/02/2001','user_140899'
'16:08:35','24/02/2001','user_4144070'
'13:52:53','24/02/2001','user_3858212'
'14:52:03','22/02/2001','user_3300313'
'22:51:54','25/02/2001','user_269579'
'10:15:06','18/02/2001','user_3626084'
'14:52:42','22/02/2001','user_2543844'
'22:53:33','19/02/2001','user_903499'
'10:10:26','20/02/2001','user_3205144'
'02:19:55','18/02/2001','user_4447864'
'22:47:02','24/02/2001','user_634650'
'21:57:32','22/02/2001','user_1492122'
'08:42:02','18/02/2001','user_3066049'
'18:38:18','25/02/2001','user_162634'
'16:52:35','21/02/2001','user_4635576'
'01:31:30','25/02/2001','user_3797119'
'19:24:35','20/02/2001','user_2778970'
'23:45:32','18/02/2001','user_4942055'
'13:30:56','19/02/2001','user_4086504'
'14:29:44','20/02/2001','user_1608497'
'16:17:50','19/02/2001','user_2136586'
'04:11:39','19/02/2001','user_2964668'
'09:34:23','24/02/2001','user_4263408'
'04:50:05','22/02/2001','user_2768147'
'09:43:31','22/02/2001','user_3008191'
'10:57:37','21/02/2001','user_3510752'
'23:23:01','22/02/2001','user_3780000'
'12:40:56','23/02/2001','user_585536'
